ID,Domain,User Input,Bot Response,Context ID,Context,Intent
2450,Finance,How do I get a bank statement?,You can download it from your online banking portal.,2449,Can I invest in stocks through your bank?,get_bank_statement
295,Finance,Is there a fee for early loan repayment?,"Yes, there may be a small prepayment penalty.",294,Can I apply for a personal loan?,loan_prepayment_fee
1447,E-commerce,How do I change my delivery address?,You can change it from your account settings.,1446,The product I received is damaged.,update_address
696,Finance,What is a credit score?,A credit score is a number that represents your creditworthiness.,695,Is there a fee for early loan repayment?,ask_credit_score
1062,E-commerce,Where is my package?,Let me check the tracking information for you.,1061,I want to return my order.,track_order
1721,Finance,What is a mutual fund?,A mutual fund pools money from many investors to purchase securities.,1720,How do I get a bank statement?,ask_investment_info
934,E-commerce,What is the refund policy?,You can get a full refund within 30 days of purchase.,933,Can I cancel my order?,ask_refund_policy
591,Finance,What is a mutual fund?,A mutual fund pools money from many investors to purchase securities.,590,How do I get a bank statement?,ask_investment_info
1165,Finance,Is there a fee for early loan repayment?,"Yes, there may be a small prepayment penalty.",1164,Can I apply for a personal loan?,loan_prepayment_fee
993,E-commerce,Can I cancel my order?,"If it hasn’t shipped yet, yes you can cancel it.",992,Where is my package?,cancel_order
2801,Finance,What is a mutual fund?,A mutual fund pools money from many investors to purchase securities.,2800,How do I get a bank statement?,ask_investment_info
2098,Finance,What documents are needed for a home loan?,"You will need ID, income proof, and address verification.",2097,How can I improve my credit score?,home_loan_documents
2806,Finance,What is a credit score?,A credit score is a number that represents your creditworthiness.,2805,Is there a fee for early loan repayment?,ask_credit_score
615,Finance,Is there a fee for early loan repayment?,"Yes, there may be a small prepayment penalty.",614,Can I apply for a personal loan?,loan_prepayment_fee
895,Finance,Is there a fee for early loan repayment?,"Yes, there may be a small prepayment penalty.",894,Can I apply for a personal loan?,loan_prepayment_fee
1048,Finance,What documents are needed for a home loan?,"You will need ID, income proof, and address verification.",1047,How can I improve my credit score?,home_loan_documents
2168,E-commerce,What payment methods do you accept?,"We accept credit cards, PayPal, and more.",2167,How do I change my delivery address?,ask_payment_options
391,Finance,What is a mutual fund?,A mutual fund pools money from many investors to purchase securities.,390,How do I get a bank statement?,ask_investment_info
2581,E-commerce,I want to return my order.,"Sure, may I have your order number?",2580,Can I get a gift receipt?,initiate_return
1015,E-commerce,Do you offer international shipping?,"Yes, we ship to over 100 countries.",1014,What is the refund policy?,ask_shipping_info
966,E-commerce,The product I received is damaged.,We're sorry to hear that. We'll send a replacement.,965,Do you offer international shipping?,report_damaged_item
220,Finance,How do I get a bank statement?,You can download it from your online banking portal.,219,Can I invest in stocks through your bank?,get_bank_statement
358,Finance,What documents are needed for a home loan?,"You will need ID, income proof, and address verification.",357,How can I improve my credit score?,home_loan_documents
1990,Finance,How do I get a bank statement?,You can download it from your online banking portal.,1989,Can I invest in stocks through your bank?,get_bank_statement
1243,E-commerce,Can I cancel my order?,"If it hasn’t shipped yet, yes you can cancel it.",1242,Where is my package?,cancel_order
1439,E-commerce,I forgot my account password.,Click on 'Forgot Password' to reset it.,1438,What payment methods do you accept?,reset_password
765,E-commerce,Do you offer international shipping?,"Yes, we ship to over 100 countries.",764,What is the refund policy?,ask_shipping_info
479,E-commerce,I forgot my account password.,Click on 'Forgot Password' to reset it.,478,What payment methods do you accept?,reset_password
1808,E-commerce,What payment methods do you accept?,"We accept credit cards, PayPal, and more.",1807,How do I change my delivery address?,ask_payment_options
2571,Finance,What is a mutual fund?,A mutual fund pools money from many investors to purchase securities.,2570,How do I get a bank statement?,ask_investment_info
1548,Finance,What documents are needed for a home loan?,"You will need ID, income proof, and address verification.",1547,How can I improve my credit score?,home_loan_documents
1746,E-commerce,The product I received is damaged.,We're sorry to hear that. We'll send a replacement.,1745,Do you offer international shipping?,report_damaged_item
104,E-commerce,What is the refund policy?,You can get a full refund within 30 days of purchase.,103,Can I cancel my order?,ask_refund_policy
1525,Finance,Is there a fee for early loan repayment?,"Yes, there may be a small prepayment penalty.",1524,Can I apply for a personal loan?,loan_prepayment_fee
1023,Finance,What is the current interest rate?,The current interest rate is 3.5% per annum.,1022,How do I open a savings account?,ask_interest_rate
941,Finance,What is a mutual fund?,A mutual fund pools money from many investors to purchase securities.,940,How do I get a bank statement?,ask_investment_info
2677,E-commerce,How do I change my delivery address?,You can change it from your account settings.,2676,The product I received is damaged.,update_address
1943,E-commerce,Can I cancel my order?,"If it hasn’t shipped yet, yes you can cancel it.",1942,Where is my package?,cancel_order
2107,Finance,How can I improve my credit score?,You can improve your credit score by paying bills on time.,2106,What is a credit score?,ask_credit_score
862,Finance,How do I open a savings account?,You can open a savings account online or at any of our branches.,861,What is a mutual fund?,open_account
724,E-commerce,What is the refund policy?,You can get a full refund within 30 days of purchase.,723,Can I cancel my order?,ask_refund_policy
2290,E-commerce,Can I get a gift receipt?,"Yes, we offer gift receipts during checkout.",2289,I forgot my account password.,request_gift_receipt
155,E-commerce,Do you offer international shipping?,"Yes, we ship to over 100 countries.",154,What is the refund policy?,ask_shipping_info
1682,E-commerce,Where is my package?,Let me check the tracking information for you.,1681,I want to return my order.,track_order
1606,Finance,What is a credit score?,A credit score is a number that represents your creditworthiness.,1605,Is there a fee for early loan repayment?,ask_credit_score
194,E-commerce,What is the refund policy?,You can get a full refund within 30 days of purchase.,193,Can I cancel my order?,ask_refund_policy
411,Finance,What is a mutual fund?,A mutual fund pools money from many investors to purchase securities.,410,How do I get a bank statement?,ask_investment_info
2759,E-commerce,I forgot my account password.,Click on 'Forgot Password' to reset it.,2758,What payment methods do you accept?,reset_password
2919,Finance,Can I invest in stocks through your bank?,"Yes, we offer stock investment services.",2918,What documents are needed for a home loan?,stock_investment
2964,E-commerce,What is the refund policy?,You can get a full refund within 30 days of purchase.,2963,Can I cancel my order?,ask_refund_policy
2860,Finance,How do I get a bank statement?,You can download it from your online banking portal.,2859,Can I invest in stocks through your bank?,get_bank_statement
